value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
12.98,13.629,2024-01-24T23:00:00Z,2024-01-24T23:30:00Z,
12.98,13.629,2024-01-24T23:30:00Z,2024-01-25T00:00:00Z,
12.6,13.23,2024-01-25T00:00:00Z,2024-01-25T00:30:00Z,
13.9,14.595,2024-01-25T00:30:00Z,2024-01-25T01:00:00Z,
16.44,17.262,2024-01-25T01:00:00Z,2024-01-25T01:30:00Z,
14.91,15.6555,2024-01-25T01:30:00Z,2024-01-25T02:00:00Z,
14.49,15.2145,2024-01-25T02:00:00Z,2024-01-25T02:30:00Z,
12.96,13.608,2024-01-25T02:30:00Z,2024-01-25T03:00:00Z,
12.18,12.789,2024-01-25T03:00:00Z,2024-01-25T03:30:00Z,
11.19,11.7495,2024-01-25T03:30:00Z,2024-01-25T04:00:00Z,
12.75,13.3875,2024-01-25T04:00:00Z,2024-01-25T04:30:00Z,
10.5,11.025,2024-01-25T04:30:00Z,2024-01-25T05:00:00Z,
14.03,14.7315,2024-01-25T05:00:00Z,2024-01-25T05:30:00Z,
12.89,13.5345,2024-01-25T05:30:00Z,2024-01-25T06:00:00Z,
15.96,16.758,2024-01-25T06:00:00Z,2024-01-25T06:30:00Z,
17.64,18.522,2024-01-25T06:30:00Z,2024-01-25T07:00:00Z,
18.06,18.963,2024-01-25T07:00:00Z,2024-01-25T07:30:00Z,
18.44,19.362,2024-01-25T07:30:00Z,2024-01-25T08:00:00Z,
17.3,18.165,2024-01-25T08:00:00Z,2024-01-25T08:30:00Z,
17.22,18.081,2024-01-25T08:30:00Z,2024-01-25T09:00:00Z,
15.67,16.4535,2024-01-25T09:00:00Z,2024-01-25T09:30:00Z,
14.45,15.1725,2024-01-25T09:30:00Z,2024-01-25T10:00:00Z,
15.46,16.233,2024-01-25T10:00:00Z,2024-01-25T10:30:00Z,
14.13,14.8365,2024-01-25T10:30:00Z,2024-01-25T11:00:00Z,
13.21,13.8705,2024-01-25T11:00:00Z,2024-01-25T11:30:00Z,
14.22,14.931,2024-01-25T11:30:00Z,2024-01-25T12:00:00Z,
13.84,14.532,2024-01-25T12:00:00Z,2024-01-25T12:30:00Z,
13.9,14.595,2024-01-25T12:30:00Z,2024-01-25T13:00:00Z,
14.68,15.414,2024-01-25T13:00:00Z,2024-01-25T13:30:00Z,
13.65,14.3325,2024-01-25T13:30:00Z,2024-01-25T14:00:00Z,
15.75,16.5375,2024-01-25T14:00:00Z,2024-01-25T14:30:00Z,
13.86,14.553,2024-01-25T14:30:00Z,2024-01-25T15:00:00Z,
14.1,14.805,2024-01-25T15:00:00Z,2024-01-25T15:30:00Z,
15.12,15.876,2024-01-25T15:30:00Z,2024-01-25T16:00:00Z,
26.99,28.3395,2024-01-25T16:00:00Z,2024-01-25T16:30:00Z,
29.46,30.933,2024-01-25T16:30:00Z,2024-01-25T17:00:00Z,
30.85,32.3925,2024-01-25T17:00:00Z,2024-01-25T17:30:00Z,
30.68,32.214,2024-01-25T17:30:00Z,2024-01-25T18:00:00Z,
30.1,31.605,2024-01-25T18:00:00Z,2024-01-25T18:30:00Z,
29.8,31.29,2024-01-25T18:30:00Z,2024-01-25T19:00:00Z,
15.2,15.96,2024-01-25T19:00:00Z,2024-01-25T19:30:00Z,
14.28,14.994,2024-01-25T19:30:00Z,2024-01-25T20:00:00Z,
14.07,14.7735,2024-01-25T20:00:00Z,2024-01-25T20:30:00Z,
14.28,14.994,2024-01-25T20:30:00Z,2024-01-25T21:00:00Z,
13.25,13.9125,2024-01-25T21:00:00Z,2024-01-25T21:30:00Z,
12.6,13.23,2024-01-25T21:30:00Z,2024-01-25T22:00:00Z,
12.81,13.4505,2024-01-25T22:00:00Z,2024-01-25T22:30:00Z,
8.67,9.1035,2024-01-25T22:30:00Z,2024-01-25T23:00:00Z,
10.98,11.529,2024-01-25T23:00:00Z,2024-01-25T23:30:00Z,
10.33,10.8465,2024-01-25T23:30:00Z,2024-01-26T00:00:00Z,
8.4,8.82,2024-01-26T00:00:00Z,2024-01-26T00:30:00Z,
10.92,11.466,2024-01-26T00:30:00Z,2024-01-26T01:00:00Z,
10.29,10.8045,2024-01-26T01:00:00Z,2024-01-26T01:30:00Z,
6.57,6.8985,2024-01-26T01:30:00Z,2024-01-26T02:00:00Z,
8.53,8.9565,2024-01-26T02:00:00Z,2024-01-26T02:30:00Z,
7.56,7.938,2024-01-26T02:30:00Z,2024-01-26T03:00:00Z,
7.98,8.379,2024-01-26T03:00:00Z,2024-01-26T03:30:00Z,
6.7,7.035,2024-01-26T03:30:00Z,2024-01-26T04:00:00Z,
8.38,8.799,2024-01-26T04:00:00Z,2024-01-26T04:30:00Z,
8.38,8.799,2024-01-26T04:30:00Z,2024-01-26T05:00:00Z,
9.79,10.2795,2024-01-26T05:00:00Z,2024-01-26T05:30:00Z,
11.05,11.6025,2024-01-26T05:30:00Z,2024-01-26T06:00:00Z,
11.55,12.1275,2024-01-26T06:00:00Z,2024-01-26T06:30:00Z,
15.04,15.792,2024-01-26T06:30:00Z,2024-01-26T07:00:00Z,
12.81,13.4505,2024-01-26T07:00:00Z,2024-01-26T07:30:00Z,
16.36,17.178,2024-01-26T07:30:00Z,2024-01-26T08:00:00Z,
15.58,16.359,2024-01-26T08:00:00Z,2024-01-26T08:30:00Z,
16.38,17.199,2024-01-26T08:30:00Z,2024-01-26T09:00:00Z,
15.75,16.5375,2024-01-26T09:00:00Z,2024-01-26T09:30:00Z,
14.95,15.6975,2024-01-26T09:30:00Z,2024-01-26T10:00:00Z,
12.96,13.608,2024-01-26T10:00:00Z,2024-01-26T10:30:00Z,
11.13,11.6865,2024-01-26T10:30:00Z,2024-01-26T11:00:00Z,
11.34,11.907,2024-01-26T11:00:00Z,2024-01-26T11:30:00Z,
10.96,11.508,2024-01-26T11:30:00Z,2024-01-26T12:00:00Z,
10.65,11.1825,2024-01-26T12:00:00Z,2024-01-26T12:30:00Z,
10.44,10.962,2024-01-26T12:30:00Z,2024-01-26T13:00:00Z,
9.87,10.3635,2024-01-26T13:00:00Z,2024-01-26T13:30:00Z,
10.44,10.962,2024-01-26T13:30:00Z,2024-01-26T14:00:00Z,
10.44,10.962,2024-01-26T14:00:00Z,2024-01-26T14:30:00Z,
11.55,12.1275,2024-01-26T14:30:00Z,2024-01-26T15:00:00Z,
13.23,13.8915,2024-01-26T15:00:00Z,2024-01-26T15:30:00Z,
11.8,12.39,2024-01-26T15:30:00Z,2024-01-26T16:00:00Z,
24.76,25.998,2024-01-26T16:00:00Z,2024-01-26T16:30:00Z,
28.6,30.03,2024-01-26T16:30:00Z,2024-01-26T17:00:00Z,
30.56,32.088,2024-01-26T17:00:00Z,2024-01-26T17:30:00Z,
30.28,31.794,2024-01-26T17:30:00Z,2024-01-26T18:00:00Z,
30.43,31.9515,2024-01-26T18:00:00Z,2024-01-26T18:30:00Z,
29.97,31.4685,2024-01-26T18:30:00Z,2024-01-26T19:00:00Z,
16.38,17.199,2024-01-26T19:00:00Z,2024-01-26T19:30:00Z,
15.44,16.212,2024-01-26T19:30:00Z,2024-01-26T20:00:00Z,
13.94,14.637,2024-01-26T20:00:00Z,2024-01-26T20:30:00Z,
12.6,13.23,2024-01-26T20:30:00Z,2024-01-26T21:00:00Z,
13.9,14.595,2024-01-26T21:00:00Z,2024-01-26T21:30:00Z,
13.84,14.532,2024-01-26T21:30:00Z,2024-01-26T22:00:00Z,
13.82,14.511,2024-01-26T22:00:00Z,2024-01-26T22:30:00Z,
12.64,13.272,2024-01-26T22:30:00Z,2024-01-26T23:00:00Z,
12.14,12.747,2024-01-26T23:00:00Z,2024-01-26T23:30:00Z,
10.94,11.487,2024-01-26T23:30:00Z,2024-01-27T00:00:00Z,
10.18,10.689,2024-01-27T00:00:00Z,2024-01-27T00:30:00Z,
13.08,13.734,2024-01-27T00:30:00Z,2024-01-27T01:00:00Z,
12.22,12.831,2024-01-27T01:00:00Z,2024-01-27T01:30:00Z,
10.5,11.025,2024-01-27T01:30:00Z,2024-01-27T02:00:00Z,
11.34,11.907,2024-01-27T02:00:00Z,2024-01-27T02:30:00Z,
10.5,11.025,2024-01-27T02:30:00Z,2024-01-27T03:00:00Z,
10.92,11.466,2024-01-27T03:00:00Z,2024-01-27T03:30:00Z,
10.65,11.1825,2024-01-27T03:30:00Z,2024-01-27T04:00:00Z,
10.92,11.466,2024-01-27T04:00:00Z,2024-01-27T04:30:00Z,
10.75,11.2875,2024-01-27T04:30:00Z,2024-01-27T05:00:00Z,
10.71,11.2455,2024-01-27T05:00:00Z,2024-01-27T05:30:00Z,
11.19,11.7495,2024-01-27T05:30:00Z,2024-01-27T06:00:00Z,
12.43,13.0515,2024-01-27T06:00:00Z,2024-01-27T06:30:00Z,
12.87,13.5135,2024-01-27T06:30:00Z,2024-01-27T07:00:00Z,
12.6,13.23,2024-01-27T07:00:00Z,2024-01-27T07:30:00Z,
14.13,14.8365,2024-01-27T07:30:00Z,2024-01-27T08:00:00Z,
13.02,13.671,2024-01-27T08:00:00Z,2024-01-27T08:30:00Z,
16.8,17.64,2024-01-27T08:30:00Z,2024-01-27T09:00:00Z,
14.7,15.435,2024-01-27T09:00:00Z,2024-01-27T09:30:00Z,
15.54,16.317,2024-01-27T09:30:00Z,2024-01-27T10:00:00Z,
12.56,13.188,2024-01-27T10:00:00Z,2024-01-27T10:30:00Z,
12.17,12.7785,2024-01-27T10:30:00Z,2024-01-27T11:00:00Z,
10.5,11.025,2024-01-27T11:00:00Z,2024-01-27T11:30:00Z,
10.5,11.025,2024-01-27T11:30:00Z,2024-01-27T12:00:00Z,
9.83,10.3215,2024-01-27T12:00:00Z,2024-01-27T12:30:00Z,
10.46,10.983,2024-01-27T12:30:00Z,2024-01-27T13:00:00Z,
10.5,11.025,2024-01-27T13:00:00Z,2024-01-27T13:30:00Z,
9.66,10.143,2024-01-27T13:30:00Z,2024-01-27T14:00:00Z,
12.87,13.5135,2024-01-27T14:00:00Z,2024-01-27T14:30:00Z,
12.87,13.5135,2024-01-27T14:30:00Z,2024-01-27T15:00:00Z,
14.7,15.435,2024-01-27T15:00:00Z,2024-01-27T15:30:00Z,
14.7,15.435,2024-01-27T15:30:00Z,2024-01-27T16:00:00Z,
26.65,27.9825,2024-01-27T16:00:00Z,2024-01-27T16:30:00Z,
30.43,31.9515,2024-01-27T16:30:00Z,2024-01-27T17:00:00Z,
30.85,32.3925,2024-01-27T17:00:00Z,2024-01-27T17:30:00Z,
30.85,32.3925,2024-01-27T17:30:00Z,2024-01-27T18:00:00Z,
31.02,32.571,2024-01-27T18:00:00Z,2024-01-27T18:30:00Z,
28.12,29.526,2024-01-27T18:30:00Z,2024-01-27T19:00:00Z,
17.3,18.165,2024-01-27T19:00:00Z,2024-01-27T19:30:00Z,
12.6,13.23,2024-01-27T19:30:00Z,2024-01-27T20:00:00Z,
13.99,14.6895,2024-01-27T20:00:00Z,2024-01-27T20:30:00Z,
12.6,13.23,2024-01-27T20:30:00Z,2024-01-27T21:00:00Z,
13.9,14.595,2024-01-27T21:00:00Z,2024-01-27T21:30:00Z,
11.76,12.348,2024-01-27T21:30:00Z,2024-01-27T22:00:00Z,
12.6,13.23,2024-01-27T22:00:00Z,2024-01-27T22:30:00Z,
12.14,12.747,2024-01-27T22:30:00Z,2024-01-27T23:00:00Z,
11.97,12.5685,2024-01-27T23:00:00Z,2024-01-27T23:30:00Z,
9.24,9.702,2024-01-27T23:30:00Z,2024-01-28T00:00:00Z,
7.83,8.2215,2024-01-28T00:00:00Z,2024-01-28T00:30:00Z,
11.8,12.39,2024-01-28T00:30:00Z,2024-01-28T01:00:00Z,
10.48,11.004,2024-01-28T01:00:00Z,2024-01-28T01:30:00Z,
7.2,7.56,2024-01-28T01:30:00Z,2024-01-28T02:00:00Z,
10.08,10.584,2024-01-28T02:00:00Z,2024-01-28T02:30:00Z,
7.56,7.938,2024-01-28T02:30:00Z,2024-01-28T03:00:00Z,
8.4,8.82,2024-01-28T03:00:00Z,2024-01-28T03:30:00Z,
6.59,6.9195,2024-01-28T03:30:00Z,2024-01-28T04:00:00Z,
6.59,6.9195,2024-01-28T04:00:00Z,2024-01-28T04:30:00Z,
6.28,6.594,2024-01-28T04:30:00Z,2024-01-28T05:00:00Z,
9.03,9.4815,2024-01-28T05:00:00Z,2024-01-28T05:30:00Z,
9.39,9.8595,2024-01-28T05:30:00Z,2024-01-28T06:00:00Z,
10.33,10.8465,2024-01-28T06:00:00Z,2024-01-28T06:30:00Z,
11.02,11.571,2024-01-28T06:30:00Z,2024-01-28T07:00:00Z,
10.31,10.8255,2024-01-28T07:00:00Z,2024-01-28T07:30:00Z,
9.14,9.597,2024-01-28T07:30:00Z,2024-01-28T08:00:00Z,
7.46,7.833,2024-01-28T08:00:00Z,2024-01-28T08:30:00Z,
13.12,13.776,2024-01-28T08:30:00Z,2024-01-28T09:00:00Z,
7.96,8.358,2024-01-28T09:00:00Z,2024-01-28T09:30:00Z,
9.74,10.227,2024-01-28T09:30:00Z,2024-01-28T10:00:00Z,
8.99,9.4395,2024-01-28T10:00:00Z,2024-01-28T10:30:00Z,
8.78,9.219,2024-01-28T10:30:00Z,2024-01-28T11:00:00Z,
6.3,6.615,2024-01-28T11:00:00Z,2024-01-28T11:30:00Z,
7.9,8.295,2024-01-28T11:30:00Z,2024-01-28T12:00:00Z,
6.51,6.8355,2024-01-28T12:00:00Z,2024-01-28T12:30:00Z,
7.56,7.938,2024-01-28T12:30:00Z,2024-01-28T13:00:00Z,
7.5,7.875,2024-01-28T13:00:00Z,2024-01-28T13:30:00Z,
6.34,6.657,2024-01-28T13:30:00Z,2024-01-28T14:00:00Z,
9.05,9.5025,2024-01-28T14:00:00Z,2024-01-28T14:30:00Z,
7.75,8.1375,2024-01-28T14:30:00Z,2024-01-28T15:00:00Z,
9.45,9.9225,2024-01-28T15:00:00Z,2024-01-28T15:30:00Z,
13.12,13.776,2024-01-28T15:30:00Z,2024-01-28T16:00:00Z,
24.72,25.956,2024-01-28T16:00:00Z,2024-01-28T16:30:00Z,
28.62,30.051,2024-01-28T16:30:00Z,2024-01-28T17:00:00Z,
30.43,31.9515,2024-01-28T17:00:00Z,2024-01-28T17:30:00Z,
29.48,30.954,2024-01-28T17:30:00Z,2024-01-28T18:00:00Z,
27.28,28.644,2024-01-28T18:00:00Z,2024-01-28T18:30:00Z,
24.76,25.998,2024-01-28T18:30:00Z,2024-01-28T19:00:00Z,
15.27,16.0335,2024-01-28T19:00:00Z,2024-01-28T19:30:00Z,
12.24,12.852,2024-01-28T19:30:00Z,2024-01-28T20:00:00Z,
13.65,14.3325,2024-01-28T20:00:00Z,2024-01-28T20:30:00Z,
11.55,12.1275,2024-01-28T20:30:00Z,2024-01-28T21:00:00Z,
13.02,13.671,2024-01-28T21:00:00Z,2024-01-28T21:30:00Z,
10.69,11.2245,2024-01-28T21:30:00Z,2024-01-28T22:00:00Z,
11.55,12.1275,2024-01-28T22:00:00Z,2024-01-28T22:30:00Z,
9.45,9.9225,2024-01-28T22:30:00Z,2024-01-28T23:00:00Z,
11.76,12.348,2024-01-28T23:00:00Z,2024-01-28T23:30:00Z,
11.55,12.1275,2024-01-28T23:30:00Z,2024-01-29T00:00:00Z,
8.5,8.925,2024-01-29T00:00:00Z,2024-01-29T00:30:00Z,
14.47,15.1935,2024-01-29T00:30:00Z,2024-01-29T01:00:00Z,
13.23,13.8915,2024-01-29T01:00:00Z,2024-01-29T01:30:00Z,
13.1,13.755,2024-01-29T01:30:00Z,2024-01-29T02:00:00Z,
14.74,15.477,2024-01-29T02:00:00Z,2024-01-29T02:30:00Z,
14.78,15.519,2024-01-29T02:30:00Z,2024-01-29T03:00:00Z,
16.8,17.64,2024-01-29T03:00:00Z,2024-01-29T03:30:00Z,
16.17,16.9785,2024-01-29T03:30:00Z,2024-01-29T04:00:00Z,
16.38,17.199,2024-01-29T04:00:00Z,2024-01-29T04:30:00Z,
12.83,13.4715,2024-01-29T04:30:00Z,2024-01-29T05:00:00Z,
13.27,13.9335,2024-01-29T05:00:00Z,2024-01-29T05:30:00Z,
13.02,13.671,2024-01-29T05:30:00Z,2024-01-29T06:00:00Z,
16.8,17.64,2024-01-29T06:00:00Z,2024-01-29T06:30:00Z,
15.12,15.876,2024-01-29T06:30:00Z,2024-01-29T07:00:00Z,
13.02,13.671,2024-01-29T07:00:00Z,2024-01-29T07:30:00Z,
16.8,17.64,2024-01-29T07:30:00Z,2024-01-29T08:00:00Z,
13.27,13.9335,2024-01-29T08:00:00Z,2024-01-29T08:30:00Z,
16.08,16.884,2024-01-29T08:30:00Z,2024-01-29T09:00:00Z,
15.5,16.275,2024-01-29T09:00:00Z,2024-01-29T09:30:00Z,
15.64,16.422,2024-01-29T09:30:00Z,2024-01-29T10:00:00Z,
15.75,16.5375,2024-01-29T10:00:00Z,2024-01-29T10:30:00Z,
14.87,15.6135,2024-01-29T10:30:00Z,2024-01-29T11:00:00Z,
13.5,14.175,2024-01-29T11:00:00Z,2024-01-29T11:30:00Z,
14.49,15.2145,2024-01-29T11:30:00Z,2024-01-29T12:00:00Z,
13.82,14.511,2024-01-29T12:00:00Z,2024-01-29T12:30:00Z,
12.83,13.4715,2024-01-29T12:30:00Z,2024-01-29T13:00:00Z,
14.53,15.2565,2024-01-29T13:00:00Z,2024-01-29T13:30:00Z,
12.34,12.957,2024-01-29T13:30:00Z,2024-01-29T14:00:00Z,
15.71,16.4955,2024-01-29T14:00:00Z,2024-01-29T14:30:00Z,
14.28,14.994,2024-01-29T14:30:00Z,2024-01-29T15:00:00Z,
13.86,14.553,2024-01-29T15:00:00Z,2024-01-29T15:30:00Z,
16.8,17.64,2024-01-29T15:30:00Z,2024-01-29T16:00:00Z,
28.56,29.988,2024-01-29T16:00:00Z,2024-01-29T16:30:00Z,
32.28,33.894,2024-01-29T16:30:00Z,2024-01-29T17:00:00Z,
30.43,31.9515,2024-01-29T17:00:00Z,2024-01-29T17:30:00Z,
30.64,32.172,2024-01-29T17:30:00Z,2024-01-29T18:00:00Z,
30.85,32.3925,2024-01-29T18:00:00Z,2024-01-29T18:30:00Z,
28.12,29.526,2024-01-29T18:30:00Z,2024-01-29T19:00:00Z,
16.38,17.199,2024-01-29T19:00:00Z,2024-01-29T19:30:00Z,
11.76,12.348,2024-01-29T19:30:00Z,2024-01-29T20:00:00Z,
14.7,15.435,2024-01-29T20:00:00Z,2024-01-29T20:30:00Z,
11.11,11.6655,2024-01-29T20:30:00Z,2024-01-29T21:00:00Z,
13.61,14.2905,2024-01-29T21:00:00Z,2024-01-29T21:30:00Z,
13.44,14.112,2024-01-29T21:30:00Z,2024-01-29T22:00:00Z,
16.52,17.346,2024-01-29T22:00:00Z,2024-01-29T22:30:00Z,
12.81,13.4505,2024-01-29T22:30:00Z,2024-01-29T23:00:00Z,
13.86,14.553,2024-01-29T23:00:00Z,2024-01-29T23:30:00Z,
12.89,13.5345,2024-01-29T23:30:00Z,2024-01-30T00:00:00Z,
12.54,13.167,2024-01-30T00:00:00Z,2024-01-30T00:30:00Z,
15.12,15.876,2024-01-30T00:30:00Z,2024-01-30T01:00:00Z,
12.6,13.23,2024-01-30T01:00:00Z,2024-01-30T01:30:00Z,
11.42,11.991,2024-01-30T01:30:00Z,2024-01-30T02:00:00Z,
12.1,12.705,2024-01-30T02:00:00Z,2024-01-30T02:30:00Z,
11.17,11.7285,2024-01-30T02:30:00Z,2024-01-30T03:00:00Z,
11.13,11.6865,2024-01-30T03:00:00Z,2024-01-30T03:30:00Z,
11.13,11.6865,2024-01-30T03:30:00Z,2024-01-30T04:00:00Z,
12.39,13.0095,2024-01-30T04:00:00Z,2024-01-30T04:30:00Z,
12.37,12.9885,2024-01-30T04:30:00Z,2024-01-30T05:00:00Z,
13.61,14.2905,2024-01-30T05:00:00Z,2024-01-30T05:30:00Z,
12.6,13.23,2024-01-30T05:30:00Z,2024-01-30T06:00:00Z,
15.33,16.0965,2024-01-30T06:00:00Z,2024-01-30T06:30:00Z,
14.07,14.7735,2024-01-30T06:30:00Z,2024-01-30T07:00:00Z,
14.7,15.435,2024-01-30T07:00:00Z,2024-01-30T07:30:00Z,
17.64,18.522,2024-01-30T07:30:00Z,2024-01-30T08:00:00Z,
14.7,15.435,2024-01-30T08:00:00Z,2024-01-30T08:30:00Z,
17.72,18.606,2024-01-30T08:30:00Z,2024-01-30T09:00:00Z,
15.46,16.233,2024-01-30T09:00:00Z,2024-01-30T09:30:00Z,
15.46,16.233,2024-01-30T09:30:00Z,2024-01-30T10:00:00Z,
13.88,14.574,2024-01-30T10:00:00Z,2024-01-30T10:30:00Z,
13.86,14.553,2024-01-30T10:30:00Z,2024-01-30T11:00:00Z,
13.38,14.049,2024-01-30T11:00:00Z,2024-01-30T11:30:00Z,
13.5,14.175,2024-01-30T11:30:00Z,2024-01-30T12:00:00Z,
12.6,13.23,2024-01-30T12:00:00Z,2024-01-30T12:30:00Z,
12.37,12.9885,2024-01-30T12:30:00Z,2024-01-30T13:00:00Z,
13.65,14.3325,2024-01-30T13:00:00Z,2024-01-30T13:30:00Z,
13.44,14.112,2024-01-30T13:30:00Z,2024-01-30T14:00:00Z,
14.22,14.931,2024-01-30T14:00:00Z,2024-01-30T14:30:00Z,
14.7,15.435,2024-01-30T14:30:00Z,2024-01-30T15:00:00Z,
13.86,14.553,2024-01-30T15:00:00Z,2024-01-30T15:30:00Z,
15.79,16.5795,2024-01-30T15:30:00Z,2024-01-30T16:00:00Z,
28.24,29.652,2024-01-30T16:00:00Z,2024-01-30T16:30:00Z,
30.94,32.487,2024-01-30T16:30:00Z,2024-01-30T17:00:00Z,
29.95,31.4475,2024-01-30T17:00:00Z,2024-01-30T17:30:00Z,
30.64,32.172,2024-01-30T17:30:00Z,2024-01-30T18:00:00Z,
31.82,33.411,2024-01-30T18:00:00Z,2024-01-30T18:30:00Z,
31.14,32.697,2024-01-30T18:30:00Z,2024-01-30T19:00:00Z,
18.21,19.1205,2024-01-30T19:00:00Z,2024-01-30T19:30:00Z,
15.79,16.5795,2024-01-30T19:30:00Z,2024-01-30T20:00:00Z,
16.8,17.64,2024-01-30T20:00:00Z,2024-01-30T20:30:00Z,
14.28,14.994,2024-01-30T20:30:00Z,2024-01-30T21:00:00Z,
17.01,17.8605,2024-01-30T21:00:00Z,2024-01-30T21:30:00Z,
13.25,13.9125,2024-01-30T21:30:00Z,2024-01-30T22:00:00Z,
13.25,13.9125,2024-01-30T22:00:00Z,2024-01-30T22:30:00Z,
11.91,12.5055,2024-01-30T22:30:00Z,2024-01-30T23:00:00Z,
13.65,14.3325,2024-01-30T23:00:00Z,2024-01-30T23:30:00Z,
13.92,14.616,2024-01-30T23:30:00Z,2024-01-31T00:00:00Z,
13.23,13.8915,2024-01-31T00:00:00Z,2024-01-31T00:30:00Z,
14.11,14.8155,2024-01-31T00:30:00Z,2024-01-31T01:00:00Z,
14.99,15.7395,2024-01-31T01:00:00Z,2024-01-31T01:30:00Z,
12.77,13.4085,2024-01-31T01:30:00Z,2024-01-31T02:00:00Z,
13.1,13.755,2024-01-31T02:00:00Z,2024-01-31T02:30:00Z,
12.18,12.789,2024-01-31T02:30:00Z,2024-01-31T03:00:00Z,
12.35,12.9675,2024-01-31T03:00:00Z,2024-01-31T03:30:00Z,
12.08,12.684,2024-01-31T03:30:00Z,2024-01-31T04:00:00Z,
12.22,12.831,2024-01-31T04:00:00Z,2024-01-31T04:30:00Z,
11.68,12.264,2024-01-31T04:30:00Z,2024-01-31T05:00:00Z,
11.55,12.1275,2024-01-31T05:00:00Z,2024-01-31T05:30:00Z,
11.55,12.1275,2024-01-31T05:30:00Z,2024-01-31T06:00:00Z,
12.6,13.23,2024-01-31T06:00:00Z,2024-01-31T06:30:00Z,
13.44,14.112,2024-01-31T06:30:00Z,2024-01-31T07:00:00Z,
15.25,16.0125,2024-01-31T07:00:00Z,2024-01-31T07:30:00Z,
16.53,17.3565,2024-01-31T07:30:00Z,2024-01-31T08:00:00Z,
16.38,17.199,2024-01-31T08:00:00Z,2024-01-31T08:30:00Z,
16.46,17.283,2024-01-31T08:30:00Z,2024-01-31T09:00:00Z,
15.32,16.086,2024-01-31T09:00:00Z,2024-01-31T09:30:00Z,
15.12,15.876,2024-01-31T09:30:00Z,2024-01-31T10:00:00Z,
13.78,14.469,2024-01-31T10:00:00Z,2024-01-31T10:30:00Z,
13.31,13.9755,2024-01-31T10:30:00Z,2024-01-31T11:00:00Z,
11.76,12.348,2024-01-31T11:00:00Z,2024-01-31T11:30:00Z,
13.44,14.112,2024-01-31T11:30:00Z,2024-01-31T12:00:00Z,
13.31,13.9755,2024-01-31T12:00:00Z,2024-01-31T12:30:00Z,
12.7,13.335,2024-01-31T12:30:00Z,2024-01-31T13:00:00Z,
12.56,13.188,2024-01-31T13:00:00Z,2024-01-31T13:30:00Z,
11.88,12.474,2024-01-31T13:30:00Z,2024-01-31T14:00:00Z,
13.31,13.9755,2024-01-31T14:00:00Z,2024-01-31T14:30:00Z,
12.6,13.23,2024-01-31T14:30:00Z,2024-01-31T15:00:00Z,
12.28,12.894,2024-01-31T15:00:00Z,2024-01-31T15:30:00Z,
13.42,14.091,2024-01-31T15:30:00Z,2024-01-31T16:00:00Z,
27.62,29.001,2024-01-31T16:00:00Z,2024-01-31T16:30:00Z,
30.22,31.731,2024-01-31T16:30:00Z,2024-01-31T17:00:00Z,
29.06,30.513,2024-01-31T17:00:00Z,2024-01-31T17:30:00Z,
29.8,31.29,2024-01-31T17:30:00Z,2024-01-31T18:00:00Z,
29.38,30.849,2024-01-31T18:00:00Z,2024-01-31T18:30:00Z,
28.33,29.7465,2024-01-31T18:30:00Z,2024-01-31T19:00:00Z,
14.07,14.7735,2024-01-31T19:00:00Z,2024-01-31T19:30:00Z,
14.34,15.057,2024-01-31T19:30:00Z,2024-01-31T20:00:00Z,
13.31,13.9755,2024-01-31T20:00:00Z,2024-01-31T20:30:00Z,
13.12,13.776,2024-01-31T20:30:00Z,2024-01-31T21:00:00Z,
13.31,13.9755,2024-01-31T21:00:00Z,2024-01-31T21:30:00Z,
12.08,12.684,2024-01-31T21:30:00Z,2024-01-31T22:00:00Z,
12.77,13.4085,2024-01-31T22:00:00Z,2024-01-31T22:30:00Z,
7.56,7.938,2024-01-31T22:30:00Z,2024-01-31T23:00:00Z,
9.45,9.9225,2024-01-31T23:00:00Z,2024-01-31T23:30:00Z,
9.22,9.681,2024-01-31T23:30:00Z,2024-02-01T00:00:00Z,
7.44,7.812,2024-02-01T00:00:00Z,2024-02-01T00:30:00Z,
11.05,11.6025,2024-02-01T00:30:00Z,2024-02-01T01:00:00Z,
9.45,9.9225,2024-02-01T01:00:00Z,2024-02-01T01:30:00Z,
9.26,9.723,2024-02-01T01:30:00Z,2024-02-01T02:00:00Z,
9.45,9.9225,2024-02-01T02:00:00Z,2024-02-01T02:30:00Z,
8.99,9.4395,2024-02-01T02:30:00Z,2024-02-01T03:00:00Z,
9.09,9.5445,2024-02-01T03:00:00Z,2024-02-01T03:30:00Z,
8.61,9.0405,2024-02-01T03:30:00Z,2024-02-01T04:00:00Z,
10.35,10.8675,2024-02-01T04:00:00Z,2024-02-01T04:30:00Z,
8.53,8.9565,2024-02-01T04:30:00Z,2024-02-01T05:00:00Z,
11.74,12.327,2024-02-01T05:00:00Z,2024-02-01T05:30:00Z,
12.39,13.0095,2024-02-01T05:30:00Z,2024-02-01T06:00:00Z,
14.95,15.6975,2024-02-01T06:00:00Z,2024-02-01T06:30:00Z,
15.16,15.918,2024-02-01T06:30:00Z,2024-02-01T07:00:00Z,
16.55,17.3775,2024-02-01T07:00:00Z,2024-02-01T07:30:00Z,
18.27,19.1835,2024-02-01T07:30:00Z,2024-02-01T08:00:00Z,
